state,abbr,DA,Wind,RT
7/11/2019 6:00,,-1.08,6,-1.05
7/11/2019 7:00,,-3.1675,7,-3.1775
7/11/2019 8:00,,-3.265,8,-3.265
7/11/2019 9:00,,-3.18,9,-3.18
7/11/2019 10:00,,-4.535,10,-4.575
7/11/2019 11:00,,-5.755,11,-5.765
7/11/2019 12:00,,-6.04,12,-6.05
7/11/2019 13:00,,-13.405,13,-13.445
7/11/2019 14:00,,-26.7275,14,-26.7575
7/11/2019 15:00,,94.5475,15,94.4925
7/11/2019 16:00,,176.7575,16,176.6975
7/11/2019 17:00,,453.24,17,453.205
7/11/2019 18:00,,123.13,18,123.075
7/11/2019 19:00,,11.9675,19,11.9675
7/11/2019 20:00,,10.175,20,10.295
7/11/2019 21:00,,4.5425,21,4.8325
7/11/2019 22:00,,-1.1625,22,-0.8325
7/11/2019 23:00,,4.425,23,4.595
7/12/2019 0:00,,2.82,0,2.87
7/12/2019 1:00,,2.9375,1,3.0675
7/12/2019 2:00,,2.15,2,2.22
7/12/2019 3:00,,2.32,3,2.36
7/12/2019 4:00,,2.155,4,2.265
7/12/2019 5:00,,2.105,5,2.095
7/12/2019 6:00,,1.855,6,1.805
7/12/2019 7:00,,0.55,7,0.5
7/12/2019 8:00,,0.225,8,0.185
7/12/2019 9:00,,0.1925,9,0.1725
7/12/2019 10:00,,2.4625,10,2.4425
7/12/2019 11:00,,-1.08,11,-1.08
7/12/2019 12:00,,-2.76,12,-2.9
7/12/2019 13:00,,-10.48,13,-12.8525
7/12/2019 14:00,,-14.0625,14,-16.04
7/12/2019 15:00,,-44.2425,15,-44.125
7/12/2019 16:00,,-29.5175,16,-29.62
7/12/2019 17:00,,-52.765,17,-52.805
7/12/2019 18:00,,-16.285,18,-16.215
7/12/2019 19:00,,-5.535,19,-5.385
7/12/2019 20:00,,7.0525,20,7.2025
7/12/2019 21:00,,2.7475,21,3.1075
7/12/2019 22:00,,2.0975,22,2.4075
7/12/2019 23:00,,0.7125,23,0.9
7/13/2019 0:00,,-0.3975,0,-0.3175
7/13/2019 1:00,,-0.0775,1,-0.0175
7/13/2019 2:00,,0.5075,2,0.44
7/13/2019 3:00,,0.3725,3,0.3175
7/13/2019 4:00,,0.7275,4,0.6825
7/13/2019 5:00,,0.9625,5,0.9925
7/13/2019 6:00,,1.36,6,1.29
7/13/2019 7:00,,-0.5725,7,-0.5825
7/13/2019 8:00,,-1.0275,8,-1.0275
7/13/2019 9:00,,0.815,9,0.825
7/13/2019 10:00,,4.1825,10,4.1625
7/13/2019 11:00,,-0.0825,11,-0.0625
7/13/2019 12:00,,-4.94,12,-4.9175
7/13/2019 13:00,,-13.7925,13,-13.77
7/13/2019 14:00,,-29.5025,14,-29.5025
7/13/2019 15:00,,-57.2725,15,-57.3525
7/13/2019 16:00,,-89.6775,16,-89.7675
7/13/2019 17:00,,-142.515,17,-142.565
7/13/2019 18:00,,-48.7825,18,-48.7225
7/13/2019 19:00,,-13.955,19,-13.82
7/13/2019 20:00,,-6.5925,20,-6.3325
7/13/2019 21:00,,-1.915,21,-1.545
7/13/2019 22:00,,0.865,22,1.205
7/13/2019 23:00,,2.735,23,3.135
7/14/2019 0:00,,1.7475,0,2.0275
7/14/2019 1:00,,0.4725,1,0.5525
7/14/2019 2:00,,0.09,2,0.06
7/14/2019 3:00,,0.4925,3,0.4625
7/14/2019 4:00,,1.0075,4,0.9475
7/14/2019 5:00,,1.27,5,1.2
7/14/2019 6:00,,1.27,6,1.25
7/14/2019 7:00,,-0.7625,7,-0.7725
7/14/2019 8:00,,-1.57,8,-1.58
7/14/2019 9:00,,-2.315,9,-2.325
7/14/2019 10:00,,-3.625,10,-3.655
7/14/2019 11:00,,-6.595,11,-6.615
7/14/2019 12:00,,-7.7975,12,-7.8675
7/14/2019 13:00,,-16.0375,13,-16.2125
7/14/2019 14:00,,-27.1375,14,-27.2275
7/14/2019 15:00,,-44.99,15,-45.07
7/14/2019 16:00,,-64.4725,16,-64.4925
7/14/2019 17:00,,-65.9,17,-65.98
7/14/2019 18:00,,-54.665,18,-54.725
7/14/2019 19:00,,-16.4625,19,-16.4
7/14/2019 20:00,,-10.05,20,-9.79
7/14/2019 21:00,,-0.3625,21,1.215
7/14/2019 22:00,,-2.2875,22,-1.8975
7/14/2019 23:00,,2.1225,23,2.2625
7/15/2019 0:00,,0.3575,0,0.5075
7/15/2019 1:00,,-0.15,1,-0.08
7/15/2019 2:00,,-0.04,2,-0.04
7/15/2019 3:00,,0.2775,3,0.3875
7/15/2019 4:00,,0.68,4,0.81
7/15/2019 5:00,,1.0625,5,1.0225
7/15/2019 6:00,,1.0925,6,1.0725
7/15/2019 7:00,,-0.0025,7,-0.0225
7/15/2019 8:00,,-1.045,8,-1.035
7/15/2019 9:00,,-0.015,9,-0.035
7/15/2019 10:00,,1.2525,10,1.2225
7/15/2019 11:00,,1.9525,11,1.9425
7/15/2019 12:00,,7.68,12,7.65
7/15/2019 13:00,,-10.3125,13,-10.3725
7/15/2019 14:00,,-37.995,14,-37.9775
7/15/2019 15:00,,-65.3825,15,-65.2425
7/15/2019 16:00,,-66.8075,16,-66.205
7/15/2019 17:00,,-46.705,17,-48.5425
7/15/2019 18:00,,163.5475,18,142.0375
7/15/2019 19:00,,-14.6125,19,-14.9175
7/15/2019 20:00,,0.92,20,2.24
7/15/2019 21:00,,0.545,21,1.1025
7/15/2019 22:00,,-2.0825,22,-1.9225
7/15/2019 23:00,,0.105,23,0.81
7/16/2019 0:00,,-1.1075,0,-0.1925
7/16/2019 1:00,,1.3125,1,5.035
7/16/2019 2:00,,1.775,2,4.145
7/16/2019 3:00,,3.3875,3,5.7375
7/16/2019 4:00,,3.22,4,4.67
7/16/2019 5:00,,3.345,5,4.375
7/16/2019 6:00,,2.775,6,3.8125
7/16/2019 7:00,,0.8175,7,1.2775
7/16/2019 8:00,,1.0275,8,1.4275
7/16/2019 9:00,,1.545,9,1.87
7/16/2019 10:00,,0.57,10,1.08
7/16/2019 11:00,,2.3375,11,2.9575
7/16/2019 12:00,,6.9325,12,7.66
7/16/2019 13:00,,173.545,13,174.7875
7/16/2019 14:00,,-6.5975,14,-5.7325
7/16/2019 15:00,,-17.6375,15,-16.3775
7/16/2019 16:00,,-38.565,16,-36.11
7/16/2019 17:00,,-51.7775,17,-45.525
7/16/2019 18:00,,-15.0275,18,-10.52
7/16/2019 19:00,,-7.7,19,-1.77
7/16/2019 20:00,,0.07,20,10.9125
7/16/2019 21:00,,2.7575,21,13.41
7/16/2019 22:00,,0.8825,22,11.635
7/16/2019 23:00,,-0.1075,23,10.6275
7/17/2019 0:00,,-0.44,0,12.185
7/17/2019 1:00,,1.0325,1,15.9225
7/17/2019 2:00,,2.34,2,17.23
7/17/2019 3:00,,3.3975,3,16.3275
7/17/2019 4:00,,2.275,4,12.635
7/17/2019 5:00,,2.3275,5,11.2475
7/17/2019 6:00,,2.51,6,9.1525
7/17/2019 7:00,,0.63,7,7.095
7/17/2019 8:00,,0.54,8,5.4125
7/17/2019 9:00,,-0.5825,9,4.255
7/17/2019 10:00,,-2.8,10,3.255
7/17/2019 11:00,,-0.635,11,7.665
7/17/2019 12:00,,0.5,12,4.4825
7/17/2019 13:00,,3.365,13,8.7175
7/17/2019 14:00,,-8.3825,14,-5.49
7/17/2019 15:00,,-21.3325,15,-14.1325
7/17/2019 16:00,,-31.2775,16,-26.2275
7/17/2019 17:00,,-37.5825,17,-31.99
7/17/2019 18:00,,-17.9475,18,-10.505
7/17/2019 19:00,,-6.335,19,6.77
7/17/2019 20:00,,-3.3125,20,9.0775
7/17/2019 21:00,,1.1725,21,13.93
7/17/2019 22:00,,-0.4975,22,13.37
7/17/2019 23:00,,-0.3125,23,14.3125
7/18/2019 0:00,,0.2525,0,14.06
7/18/2019 1:00,,0.7475,1,7.5975
7/18/2019 2:00,,-0.7375,2,4.12
7/18/2019 3:00,,-2.235,3,1.8025
7/18/2019 4:00,,-2.185,4,1.9
7/18/2019 5:00,,-1.605,5,1.8375
7/18/2019 6:00,,-0.8,6,2.79
7/18/2019 7:00,,-0.7,7,2.9675
7/18/2019 8:00,,0.1,8,2.9825
7/18/2019 9:00,,-1.1,9,-0.0375
7/18/2019 10:00,,-1.9,10,-7.135
7/18/2019 11:00,,-1.8775,11,-7.6725
7/18/2019 12:00,,-2.59,12,-5.595
7/18/2019 13:00,,-5.8225,13,-6.465
7/18/2019 14:00,,-6.9725,14,-5.7275
7/18/2019 15:00,,-4.4375,15,-12.7225
7/18/2019 16:00,,2.6625,16,-17.8425
7/18/2019 17:00,,-10.7075,17,-24.0875
7/18/2019 18:00,,-10.98,18,-10.6075
7/18/2019 19:00,,-4.6225,19,-1.655
7/18/2019 20:00,,-1.96,20,-2.975
7/18/2019 21:00,,2.3375,21,6.0325
7/18/2019 22:00,,-0.4475,22,5.78
7/18/2019 23:00,,-1.3775,23,4.6725
7/19/2019 0:00,,-0.1275,0,7.1775
7/19/2019 1:00,,-0.3825,1,4.1425
7/19/2019 2:00,,0.865,2,4.6975
7/19/2019 3:00,,-0.8825,3,0.2075
7/19/2019 4:00,,-1.58,4,-0.9275
7/19/2019 5:00,,-2.705,5,-1.9825
7/19/2019 6:00,,-2.69,6,-2.1
7/19/2019 7:00,,-2.5,7,-0.8475
7/19/2019 8:00,,-0.8875,8,0.735
7/19/2019 9:00,,-1.38,9,0.2975
7/19/2019 10:00,,-3.1175,10,-3.765
7/19/2019 11:00,,-2.52,11,-2.805
7/19/2019 12:00,,-2.7275,12,-2.145
7/19/2019 13:00,,-4.885,13,-4.7875
7/19/2019 14:00,,-7.98,14,-5.8175
7/19/2019 15:00,,-10.71,15,-8.86
7/19/2019 16:00,,-10.875,16,-9.7475
7/19/2019 17:00,,-14.645,17,-13.345
7/19/2019 18:00,,-7.9675,18,-7.3875
7/19/2019 19:00,,-2.285,19,4.605
7/19/2019 20:00,,-3.1475,20,1.2675
7/19/2019 21:00,,1.655,21,7.5525
7/19/2019 22:00,,0.66,22,5.9925
7/19/2019 23:00,,0.2725,23,6.4375
7/20/2019 0:00,,0.8625,0,6.3425
7/20/2019 1:00,,2.385,1,2.17
7/20/2019 2:00,,3.6825,2,-2.745
7/20/2019 3:00,,2.4025,3,-7.2825
7/20/2019 4:00,,1.7825,4,-6.4575
7/20/2019 5:00,,0.6375,5,-3.55
7/20/2019 6:00,,-0.36,6,-0.7775
7/20/2019 7:00,,-1.3675,7,0.75
7/20/2019 8:00,,-0.9325,8,1.185
7/20/2019 9:00,,-1.16,9,0.1675
7/20/2019 10:00,,-2.7125,10,-1.655
7/20/2019 11:00,,-0.52,11,1.34
7/20/2019 12:00,,0.8775,12,2.85
7/20/2019 13:00,,-1.935,13,-0.355
7/20/2019 14:00,,-2.585,14,2.2125
7/20/2019 15:00,,-5.5175,15,0.52
7/20/2019 16:00,,-12.835,16,-6.225
7/20/2019 17:00,,-11.67,17,-6.28
7/20/2019 18:00,,-4.8125,18,1.5475
7/20/2019 19:00,,-0.5275,19,3.965
7/20/2019 20:00,,-1.095,20,1.6875
7/20/2019 21:00,,-0.85,21,0.1725
7/20/2019 22:00,,-1.505,22,0.6725
7/20/2019 23:00,,0.14,23,1.9125
7/21/2019 0:00,,0.8475,0,2.945
7/21/2019 1:00,,2.8875,1,7.255
7/21/2019 2:00,,2.53,2,5.635
7/21/2019 3:00,,0.07,3,1.1775
7/21/2019 4:00,,-0.08,4,0.3225
7/21/2019 5:00,,0.125,5,0.36
7/21/2019 6:00,,0.365,6,0.38
7/21/2019 7:00,,0.2675,7,0.3175
7/21/2019 8:00,,-0.1825,8,-0.1625
7/21/2019 9:00,,0.8425,9,0.8625
7/21/2019 10:00,,-1.03,10,-0.9925
7/21/2019 11:00,,-0.925,11,-0.8425
7/21/2019 12:00,,0.2175,12,0.23
7/21/2019 13:00,,-0.305,13,-0.2675
7/21/2019 14:00,,-5.465,14,-5.2875
7/21/2019 15:00,,-20.71,15,-20.56
7/21/2019 16:00,,-33.1675,16,-33.0475
7/21/2019 17:00,,-31.51,17,-31.4225
7/21/2019 18:00,,-23.475,18,-23.3425
7/21/2019 19:00,,0.9975,19,1.1725
7/21/2019 20:00,,-1.965,20,-1.89
7/21/2019 21:00,,-1.75,21,-1.735
7/21/2019 22:00,,-2.3075,22,-2.2825
7/21/2019 23:00,,-1.46,23,-1.4925
7/22/2019 0:00,,-0.725,0,-0.6875
7/22/2019 1:00,,1.5,1,1.56
7/22/2019 2:00,,1.5525,2,1.5625
7/22/2019 3:00,,1.195,3,1.185
7/22/2019 4:00,,2.435,4,2.445
7/22/2019 5:00,,2.495,5,2.485
7/22/2019 6:00,,2.6075,6,2.5975
7/22/2019 7:00,,2.105,7,2.565
7/22/2019 8:00,,2.1,8,2.65
7/22/2019 9:00,,1.7575,9,2.2475
7/22/2019 10:00,,0.58,10,1.13
7/22/2019 11:00,,3.8825,11,4.2225
7/22/2019 12:00,,-5.48,12,-5.47
7/22/2019 13:00,,-14.17,13,-13.75
7/22/2019 14:00,,-20.27,14,-20.24
7/22/2019 15:00,,-45.555,15,-45.5975
7/22/2019 16:00,,-66.585,16,-66.51
7/22/2019 17:00,,-70.2475,17,-69.9375
7/22/2019 18:00,,-37.2025,18,-36.8225
7/22/2019 19:00,,-19.04,19,-18.77
7/22/2019 20:00,,-13.5375,20,-13.78
7/22/2019 21:00,,-2.8375,21,-2.7875
7/22/2019 22:00,,2.1325,22,2.1125
7/22/2019 23:00,,-1.065,23,-1.035
7/23/2019 0:00,,-1.43,0,-1.42
7/23/2019 1:00,,2.1925,1,2.3575
7/23/2019 2:00,,1.2475,2,1.2275
7/23/2019 3:00,,1.6775,3,1.6575
7/23/2019 4:00,,1.62,4,1.6
7/23/2019 5:00,,1.6625,5,1.6525
7/23/2019 6:00,,1.5525,6,1.5225
7/23/2019 7:00,,1.3925,7,1.3525
7/23/2019 8:00,,0.6975,8,0.6675
7/23/2019 9:00,,0.3475,9,0.3375
7/23/2019 10:00,,1.9075,10,1.8675
7/23/2019 11:00,,1.6625,11,1.6225
7/23/2019 12:00,,0.88,12,0.87
7/23/2019 13:00,,-2.3525,13,-2.3625
7/23/2019 14:00,,-6.46,14,-6.44
7/23/2019 15:00,,-10.58,15,-10.54
7/23/2019 16:00,,-16.235,16,-16.185
7/23/2019 17:00,,-23.265,17,-23.255
7/23/2019 18:00,,-7.36,18,-7.37
7/23/2019 19:00,,-2.275,19,-2.275
7/23/2019 20:00,,0.3325,20,0.3625
7/23/2019 21:00,,2.48,21,2.53
7/23/2019 22:00,,1.92,22,1.87
7/23/2019 23:00,,0.4975,23,0.5275
7/24/2019 0:00,,-0.32,0,-0.24
7/24/2019 1:00,,-0.26,1,-0.27
7/24/2019 2:00,,0.985,2,0.975
7/24/2019 3:00,,0.7875,3,0.7775
7/24/2019 4:00,,1.26,4,1.25
7/24/2019 5:00,,1.31,5,1.31
7/24/2019 6:00,,1.225,6,1.215
7/24/2019 7:00,,-0.4525,7,-0.4425
7/24/2019 8:00,,-0.4075,8,-0.3975
7/24/2019 9:00,,-0.5725,9,-0.5625
7/24/2019 10:00,,-0.49,10,-0.47
7/24/2019 11:00,,-1.2525,11,-1.2825
7/24/2019 12:00,,-1.6275,12,-1.5875
7/24/2019 13:00,,-2.0375,13,-2.0275
7/24/2019 14:00,,-3.93,14,-3.9
7/24/2019 15:00,,-5.91,15,-5.9
7/24/2019 16:00,,-17.425,16,-17.385
7/24/2019 17:00,,-7.44,17,-7.39
7/24/2019 18:00,,-0.9725,18,-0.9325
7/24/2019 19:00,,-2.7425,19,-2.6825
7/24/2019 20:00,,1.58,20,1.67
7/24/2019 21:00,,0.91,21,1.39
7/24/2019 22:00,,-0.5825,22,0.2175
7/24/2019 23:00,,-1.045,23,-0.405
7/25/2019 0:00,,-2.4275,0,-1.3675
7/25/2019 1:00,,-1.6325,1,-1.3625
7/25/2019 2:00,,-4.715,2,-4.9225
7/25/2019 3:00,,-10.765,3,-10.775
7/25/2019 4:00,,-12.5825,4,-12.5825
7/25/2019 5:00,,-12.1875,5,-12.1975
7/25/2019 6:00,,-6.8125,6,-6.8225
7/25/2019 7:00,,-4.33,7,-4.32
7/25/2019 8:00,,-3.9175,8,-3.9075
7/25/2019 9:00,,-1.46,9,-1.45
7/25/2019 10:00,,-2.1925,10,-2.3
7/25/2019 11:00,,-1.39,11,-1.4
7/25/2019 12:00,,-1.03,12,-1.05
7/25/2019 13:00,,0.1,13,0.11
7/25/2019 14:00,,-1.5575,14,-1.5375
7/25/2019 15:00,,-5.045,15,-5.065
7/25/2019 16:00,,9.135,16,9.125
7/25/2019 17:00,,20.2575,17,20.2675
7/25/2019 18:00,,-9.7875,18,-9.7975
7/25/2019 19:00,,-2.84,19,-2.86
7/25/2019 20:00,,-0.4925,20,-0.2125
7/25/2019 21:00,,-0.3675,21,0.1425
7/25/2019 22:00,,-0.7,22,0.43
7/25/2019 23:00,,-1.3525,23,0.5775
7/26/2019 0:00,,-1.835,0,0.1975
7/26/2019 1:00,,0.85,1,2.195
7/26/2019 2:00,,1.165,2,1.94
7/26/2019 3:00,,-1.0675,3,-0.93
7/26/2019 4:00,,-1.2625,4,-1.58
7/26/2019 5:00,,1.26,5,1.34
7/26/2019 6:00,,-0.7775,6,-1.09
7/26/2019 7:00,,-1.91,7,-2.0925
7/26/2019 8:00,,-0.9825,8,-0.9925
7/26/2019 9:00,,-0.5525,9,-0.5525
7/26/2019 10:00,,-1.3375,10,-1.305
7/26/2019 11:00,,-1.82,11,-2.1525
7/26/2019 12:00,,0.2075,12,0.17
7/26/2019 13:00,,74.74,13,74.81
7/26/2019 14:00,,9.0875,14,9.1175
7/26/2019 15:00,,-13.8,15,-13.79
7/26/2019 16:00,,4.37,16,4.36
7/26/2019 17:00,,1.2475,17,1.335
7/26/2019 18:00,,-13.615,18,-13.63
7/26/2019 19:00,,-2.4075,19,-2.2075
7/26/2019 20:00,,-0.8425,20,-0.7725
7/26/2019 21:00,,-0.375,21,-0.145
7/26/2019 22:00,,-1.235,22,-0.995
7/26/2019 23:00,,-2.0025,23,-1.7125
7/27/2019 0:00,,-1.465,0,-1.565
7/27/2019 1:00,,2.3375,1,3.2725
7/27/2019 2:00,,3.4875,2,4.08
7/27/2019 3:00,,1.39,3,1.1625
7/27/2019 4:00,,1.795,4,1.5325
7/27/2019 5:00,,3.25,5,3.12
7/27/2019 6:00,,2.705,6,2.7325
7/27/2019 7:00,,0.22,7,0.235
7/27/2019 8:00,,-3.03,8,-4.31
7/27/2019 9:00,,-3.07,9,-4.6925
7/27/2019 10:00,,-4.22,10,-6.5775
7/27/2019 11:00,,-3.8125,11,-6.03
7/27/2019 12:00,,-1.4725,12,-2.275
7/27/2019 13:00,,2.385,13,2.3975
7/27/2019 14:00,,-5.9625,14,-5.91
7/27/2019 15:00,,-8.225,15,-8.215
7/27/2019 16:00,,-13.695,16,-13.6325
7/27/2019 17:00,,-23.675,17,-23.5925
7/27/2019 18:00,,-7.375,18,-6.985
7/27/2019 19:00,,-6.5475,19,-6.1275
7/27/2019 20:00,,-1.18,20,-0.565
7/27/2019 21:00,,0.645,21,1.3625
7/27/2019 22:00,,-0.1625,22,0.4275
7/27/2019 23:00,,0.5275,23,0.9775
7/28/2019 0:00,,1.3,0,2.405
7/28/2019 1:00,,1.61,1,1.715
7/28/2019 2:00,,3.52,2,4.54
7/28/2019 3:00,,1.73,3,1.81
7/28/2019 4:00,,1.725,4,1.745
7/28/2019 5:00,,1.4725,5,1.5225
7/28/2019 6:00,,1.4075,6,1.4375
7/28/2019 7:00,,-0.89,7,-0.87
7/28/2019 8:00,,-1.54,8,-1.54
7/28/2019 9:00,,-0.92,9,-0.88
7/28/2019 10:00,,-1.5975,10,-1.4925
7/28/2019 11:00,,-3.9725,11,-4.3275
7/28/2019 12:00,,-3.135,12,-4.6675
7/28/2019 13:00,,-5.405,13,-5.22
7/28/2019 14:00,,-6.29,14,-6.0525
7/28/2019 15:00,,-7.4025,15,-7.1875
7/28/2019 16:00,,-18.1675,16,-17.8975
7/28/2019 17:00,,-6.0275,17,-5.66
7/28/2019 18:00,,13.94,18,14.435
7/28/2019 19:00,,-3.725,19,-3.6425
7/28/2019 20:00,,-4.2125,20,-4.19
7/28/2019 21:00,,-0.7375,21,-0.705
7/28/2019 22:00,,-1.6825,22,-1.6675
7/28/2019 23:00,,0.1675,23,0.1075
7/29/2019 0:00,,0.6375,0,0.55
7/29/2019 1:00,,1.88,1,1.9175
7/29/2019 2:00,,1.2325,2,1.2525
7/29/2019 3:00,,-0.35,3,-0.37
7/29/2019 4:00,,-0.27,4,-0.28
7/29/2019 5:00,,0.7625,5,0.7525
7/29/2019 6:00,,1.8375,6,1.8175
7/29/2019 7:00,,0.955,7,0.955
7/29/2019 8:00,,0.72,8,0.7
7/29/2019 9:00,,0.7775,9,0.7675
7/29/2019 10:00,,-0.5575,10,-0.5
7/29/2019 11:00,,-0.695,11,-0.5475
7/29/2019 12:00,,-5.5925,12,-5.585
7/29/2019 13:00,,-11.0125,13,-11.2025
7/29/2019 14:00,,-18.535,14,-18.575
7/29/2019 15:00,,-31.4025,15,-31.3975
7/29/2019 16:00,,-48.0875,16,-48.1225
7/29/2019 17:00,,-63.5575,17,-63.5875
7/29/2019 18:00,,-26.405,18,-26.3825
7/29/2019 19:00,,-12.805,19,-12.875
7/29/2019 20:00,,-1.45,20,-0.63
7/29/2019 21:00,,3.82,21,3.495
7/29/2019 22:00,,-2.8375,22,-3.9975
7/29/2019 23:00,,-0.645,23,-0.645
7/30/2019 0:00,,-0.2225,0,-0.1425
7/30/2019 1:00,,0.755,1,0.745
7/30/2019 2:00,,1.405,2,1.385
7/30/2019 3:00,,1.4325,3,1.4225
7/30/2019 4:00,,1.5525,4,1.5425
7/30/2019 5:00,,1.285,5,1.265
7/30/2019 6:00,,1.7175,6,1.7075
7/30/2019 7:00,,0.9525,7,0.9525
7/30/2019 8:00,,0.64,8,0.62
7/30/2019 9:00,,0.4975,9,0.4675
7/30/2019 10:00,,-0.225,10,-0.245
7/30/2019 11:00,,8.3875,11,8.2925
7/30/2019 12:00,,8.22,12,8.21
7/30/2019 13:00,,65.7775,13,65.7575
7/30/2019 14:00,,527.8925,14,527.8625
7/30/2019 15:00,,307.3425,15,307.3675
7/30/2019 16:00,,608.245,16,608.6675
7/30/2019 17:00,,312.165,17,312.155
7/30/2019 18:00,,-26.9525,18,-26.99
7/30/2019 19:00,,-14.025,19,-13.9425
7/30/2019 20:00,,-1.03,20,-0.8775
7/30/2019 21:00,,-3.1125,21,-2.845
7/30/2019 22:00,,-1.8325,22,-1.5125
7/30/2019 23:00,,-1.4975,23,-0.1475
7/31/2019 0:00,,-1.835,0,0.5225
7/31/2019 1:00,,-1.275,1,5.7375
7/31/2019 2:00,,-1.2325,2,4.6475
7/31/2019 3:00,,-0.3075,3,3.61
7/31/2019 4:00,,0.0125,4,1.8925
7/31/2019 5:00,,-0.0825,5,0.4675
7/31/2019 6:00,,0.5825,6,1.3725
7/31/2019 7:00,,-1.1325,7,-1.0525
7/31/2019 8:00,,-1.3475,8,-1.2475
7/31/2019 9:00,,-1.0525,9,-1.0525
7/31/2019 10:00,,-1.2825,10,-1.2725
7/31/2019 11:00,,-3.61,11,-3.52
7/31/2019 12:00,,-9.6425,12,-9.6525
7/31/2019 13:00,,-22.6275,13,-22.6275
7/31/2019 14:00,,-34.1075,14,-34.115
7/31/2019 15:00,,114.725,15,114.975
7/31/2019 16:00,,-11.785,16,-11.6625
7/31/2019 17:00,,-103.9575,17,-103.8225
7/31/2019 18:00,,-68.53,18,-68.175
7/31/2019 19:00,,-14.67,19,-13.715
7/31/2019 20:00,,-2.615,20,-0.975
7/31/2019 21:00,,-1.8975,21,-1.5575
7/31/2019 22:00,,-1.635,22,-11.9675
7/31/2019 23:00,,-1.43,23,-14.7275
8/1/2019 0:00,,-2.065,0,-11.77
8/1/2019 1:00,,-0.9425,1,-10.03
8/1/2019 2:00,,-1.7625,2,-11.59
8/1/2019 3:00,,-1.8875,3,-13.395
8/1/2019 4:00,,-2.3525,4,-10.0525
8/1/2019 5:00,,-1.8275,5,0.1125
8/1/2019 6:00,,-1.51,6,0.8475
8/1/2019 7:00,,-2.74,7,-1.615
8/1/2019 8:00,,-2.4,8,-1.8625
8/1/2019 9:00,,-0.895,9,-1.0025
8/1/2019 10:00,,-0.79,10,-0.79
8/1/2019 11:00,,-5.3125,11,-5.3325
8/1/2019 12:00,,-2.275,12,-2.335
8/1/2019 13:00,,-9.62,13,-9.7425
8/1/2019 14:00,,-71.9625,14,-72.1025
8/1/2019 15:00,,-53.7675,15,-53.8025
8/1/2019 16:00,,-115.3275,16,-114.91
8/1/2019 17:00,,-131.6275,17,-130.595
8/1/2019 18:00,,-50.7625,18,-49.5425
8/1/2019 19:00,,-14.0725,19,-12.295
8/1/2019 20:00,,-3.1125,20,-0.0725
8/1/2019 21:00,,-1.87,21,0.685
8/1/2019 22:00,,0.215,22,7.165
8/1/2019 23:00,,0.6925,23,9.5325
8/2/2019 0:00,,0.36,0,-1.03
8/2/2019 1:00,,1.2925,1,-8.0075
8/2/2019 2:00,,1.1425,2,-0.84
8/2/2019 3:00,,1.275,3,1.98
8/2/2019 4:00,,0.86,4,4.155
8/2/2019 5:00,,1.11,5,3.3475
8/2/2019 6:00,,-1.075,6,8.665
8/2/2019 7:00,,-3.325,7,10.585
8/2/2019 8:00,,-0.9625,8,11.925
8/2/2019 9:00,,0.5475,9,7.7375
8/2/2019 10:00,,-0.315,10,2.325
8/2/2019 11:00,,-1.705,11,-1.0925
8/2/2019 12:00,,-1.4325,12,-1.4225
8/2/2019 13:00,,-11.435,13,-11.495
8/2/2019 14:00,,-76.025,14,-76.065
8/2/2019 15:00,,165.495,15,165.445
8/2/2019 16:00,,496.6575,16,496.6175
8/2/2019 17:00,,432.5875,17,432.6375
8/2/2019 18:00,,30.6825,18,30.7125
8/2/2019 19:00,,-16.94,19,-16.97
8/2/2019 20:00,,-9.1275,20,-9.1475
8/2/2019 21:00,,-2.7775,21,-2.5475
8/2/2019 22:00,,0.64,22,1.24
8/2/2019 23:00,,0.99,23,2.1325
8/3/2019 0:00,,1.315,0,2.175
8/3/2019 1:00,,1.465,1,1.9775
8/3/2019 2:00,,2.29,2,2.505
8/3/2019 3:00,,1.065,3,1.0625
8/3/2019 4:00,,1.175,4,0.885
8/3/2019 5:00,,2.275,5,2.245
8/3/2019 6:00,,2.3075,6,2.3875
8/3/2019 7:00,,1.285,7,1.285
8/3/2019 8:00,,-0.1975,8,-0.2075
8/3/2019 9:00,,-0.6725,9,-0.6925
8/3/2019 10:00,,-1.38,10,-1.39
8/3/2019 11:00,,-2.9975,11,-2.9775
8/3/2019 12:00,,-5.415,12,-5.365
8/3/2019 13:00,,-14.925,13,-15.485
8/3/2019 14:00,,-22.945,14,-22.785
8/3/2019 15:00,,-32.0825,15,-31.9925
8/3/2019 16:00,,-47.0375,16,-46.9775
8/3/2019 17:00,,-38.075,17,-37.925
8/3/2019 18:00,,-8.48,18,-8.04
8/3/2019 19:00,,-5.675,19,-5.145
8/3/2019 20:00,,7.93,20,9.1875
8/3/2019 21:00,,3.7125,21,4.165
8/3/2019 22:00,,2.6975,22,3.2925
8/3/2019 23:00,,2.0975,23,1.99
8/4/2019 0:00,,2.235,0,2.2425
8/4/2019 1:00,,4.255,1,3.5575
8/4/2019 2:00,,4.7575,2,3.9975
8/4/2019 3:00,,4.7775,3,4
8/4/2019 4:00,,4.975,4,4.45
8/4/2019 5:00,,4.7975,5,4.54
8/4/2019 6:00,,3.765,6,3.4575
8/4/2019 7:00,,1.1825,7,0.73
8/4/2019 8:00,,0.8725,8,0.695
8/4/2019 9:00,,1.2775,9,1.2525
